url,title,authors,summary,cited_by,pdf_url,pdf_path
https://books.google.com/books?hl=en&lr=&id=8H8hAwAAQBAJ&oi=fnd&pg=PR11&ots=qf4Z-ZPE4K&sig=GjqyzwzItTGL1tsThnenLB6zVno,[BOOK][B] Quantum measurement and control,"HM Wiseman, GJ Milburn - 2009 - books.google.com","The control of individual quantum systems promises a new technology for the 21st century-quantum technology. This book is the first comprehensive treatment of modern quantum measurement and measurement-based quantum control, which are vital elements for  ...",761,http://equs.org/sites/default/files/documents/Wiseman_Milburn_chapter3.pdf,pdfs\79.pdf
http://journals.aps.org/rmp/abstract/10.1103/RevModPhys.58.647,The transactional interpretation of quantum mechanics,"JG Cramer - Reviews of Modern Physics, 1986 - APS","Abstract The interpretational problems of quantum mechanics are considered. The way in which the standard Copenhagen interpretation of quantum mechanics deals with these problems is reviewed. A new interpretation of the formalism of quantum mechanics, the  ...",752,ftp://orthodox-hub.ru/books/_%D4%E8%E7%E8%EA%E0_%CC%E0%F2%E5%EC%E0%F2%E8%EA%E0/RevModPhys/RevModPhys%201984-2008/root/data/RevModPhys%201984-2008/pdf/RMP/v058/RMP_v058_p0647.pdf,pdfs\80.pdf
http://journals.aps.org/prl/abstract/10.1103/PhysRevLett.87.017901,Natural thermal and magnetic entanglement in the 1D Heisenberg model,"MC Arnesen, S Bose, V Vedral - Physical Review Letters, 2001 - APS",Abstract We investigate the entanglement between any two spins in a one dimensional Heisenberg chain as a function of temperature and the external magnetic field. We find that the entanglement in an antiferromagnetic chain can be increased by increasing the  ...,740,http://arxiv.org/pdf/quant-ph/0009060,pdfs\81.pdf
http://www.ai.mit.edu/projects/im/ftp/poc/lloyd/lloyd.ps.gz,[PS][PS] A potentially realizable quantum computer,"S Lloyd - Science, 1993 - ai.mit.edu",Abstract: Arrays of weakly {coupled quantum systems can be made to compute by subjecting them to a sequence of electromagnetic pulses of well {de ned frequency and length. Such pulsed arrays are true quantum computers: bits can be placed in superpositions of 0 and 1 ...,738,http://www.ai.mit.edu/projects/im/ftp/poc/lloyd/lloyd.ps.gz,pdfs\82.pdf
http://www.sciencedirect.com/science/article/pii/S037015739900109X,Cold target recoil ion momentum spectroscopy: a 'momentum microscope'to view atomic collision dynamics,"R Dörner, V Mergel, O Jagutzki, L Spielberger, J Ullrich… - Physics Reports, 2000 - Elsevier","Cold Target Recoil Ion Momentum Spectroscopy (COLTRIMS) is a novel momentum space imaging technique for the investigation of the dynamics of ionizing ion, electron or photon impact reactions with atoms or molecules. It allows the measurement of the previously  ...",739,http://www.atom.uni-frankfurt.de/publications/files/doerner-physics-reports-2000.pdf,pdfs\83.pdf
https://books.google.com/books?hl=en&lr=&id=Qym7GiftaYQC&oi=fnd&pg=PP1&ots=k1L2ALW4q4&sig=R4tlbyUddoaE26Zg7Mu84_llxho,[BOOK][B] The evolution of institutional economics,GM Hodgson - 2004 - books.google.com,"This exciting new book from Geoffrey Hodgson is eagerly awaited by social scientists from many different backgrounds. This book charts the rise, fall and renewal of institutional economics in the critical, analytical and readable style that Hodgson's fans have come to  ...",727,http://samples.sainsburysebooks.co.uk/9781134352708_sample_548314.pdf,pdfs\84.pdf
http://www.sciencedirect.com/science/article/pii/S0370157309000623,Entanglement detection,"O Gühne, G Tóth - Physics Reports, 2009 - Elsevier",How can one prove that a given quantum state is entangled? In this paper we review different methods that have been proposed for entanglement detection. We first explain the basic elements of entanglement theory for two or more particles and then entanglement  ...,728,http://arxiv.org/pdf/0811.2803,pdfs\85.pdf
https://books.google.com/books?hl=en&lr=&id=URAchzQIsTgC&oi=fnd&pg=PA1&ots=qDWvNFuUAF&sig=OANHvfkAUB9tQeuKQForjJVSQJk,[BOOK][B] Decoherence: and the quantum-to-classical transition,MA Schlosshauer - 2007 - books.google.com,"Over the course of the past decade, decoherence has become a ubiquitous scienti? c term popular in all kinds of research, from fundamental theories of quantum physics to applications in nanoengineering. Decoherence has been hailed as the solution to long- ...",718,http://cds.cern.ch/record/1105882/files/978-3-540-35775-9_BookBackMatter.pdf,pdfs\86.pdf
http://journals.aps.org/rmp/abstract/10.1103/RevModPhys.76.1267,"Decoherence, the measurement problem, and interpretations of quantum mechanics","M Schlosshauer - Reviews of Modern Physics, 2005 - APS","Abstract Environment-induced decoherence and superselection have been a subject of intensive research over the past two decades, yet their implications for the foundational problems of quantum mechanics, most notably the quantum measurement problem, have  ...",694,http://arxiv.org/pdf/quant-ph/0312059,pdfs\87.pdf
https://books.google.com/books?hl=en&lr=&id=hsYmMZCmqOUC&oi=fnd&pg=PR13&ots=FhnI3_FBb2&sig=eJ_ULp9wBUspwevbHyiUrgcDPPs,[BOOK][B] A primer on determinism,J Earman - 1986 - books.google.com,"The title of this work is to be taken seriously: it is a small book for teaching students to read the language of determinism. Some prior knowledge of college-level mathematics and physics is presupposed, but otherwise the book is suitable for use in an advanced  ...",685,,
http://journals.aps.org/prl/abstract/10.1103/PhysRevLett.75.346,Almost any quantum logic gate is universal,"S Lloyd - Physical Review Letters, 1995 - APS","Abstract It is shown that if one can apply some Hamiltonian repeatedly to a few variables at a time one can in general effect any desired unitary time evolution on an arbitrarily large number of variables. As a result, almost any quantum logic gate with two or more inputs is  ...",679,https://www.physast.uga.edu/~mgeller/PRL75p346.pdf,pdfs\89.pdf
http://www.nber.org/papers/w11259,"Structural equations, treatment effects and econometric policy evaluation","JJ Heckman, E Vytlacil - 2005 - nber.org",ABSTRACT This paper uses the marginal treatment effect (MTE) to unify the nonparametric literature on treatment effects with the econometric literature on structural estimation using a nonparametric analog of a policy invariant parameter; to generate a variety of treatment  ...,681,http://fisher.osu.edu/~schroeder.9/AMIS861/Heckman2005.pdf,pdfs\90.pdf
http://journals.aps.org/prl/abstract/10.1103/PhysRevLett.54.857,Quantum mechanics versus macroscopic realism: Is the flux there when nobody looks?,"AJ Leggett, A Garg - Physical Review Letters, 1985 - APS","Abstract It is shown that, in the context of an idealized ''macroscopic quantum coherence''experiment, the predictions of quantum mechanics are incompatible with the conjunction of two general assumptions which are designated ''macroscopic realism''and '' ...",680,http://people.isy.liu.se/en/jalar/kurser/QF/assignments/LeggettGarg1985.pdf,pdfs\91.pdf
https://books.google.com/books?hl=en&lr=&id=lvR6Bp_ZOGQC&oi=fnd&pg=PA1&ots=54ZwFGOMB2&sig=2DbWhqT8QyXEVjpCqc6hlK5EjlA,[BOOK][B] The physical basis of the direction of time,HD Zeh - 2001 - books.google.com,"This book has been thoroughly revised to include important new results. At the same time it retains the features that make it a classic text on irreversibility, and one which clearly distinguishes the latter from those time asymmetries which may be compensated for by  ...",680,http://cds.cern.ch/record/1136712/files/978-3-540-68001-7_BookBackMatter.pdf,pdfs\92.pdf
https://books.google.com/books?hl=en&lr=&id=DNd2K6mxLpIC&oi=fnd&pg=PR4&ots=uc7ORTQiOZ&sig=O4ffvpe8FWvvqcbbeDr8zI4eakY,"[BOOK][B] The fabric of the cosmos: Space, time, and the texture of reality",B Greene - 2007 - books.google.com,"From Brian Greene, one of the world's leading physicists and author the Pulitzer Prize finalist The Elegant Universe, comes a grand tour of the universe that makes us look at reality in a completely different way. Space and time form the very fabric of the cosmos. Yet they  ...",677,,
http://journals.aps.org/rmp/abstract/10.1103/RevModPhys.65.803,Hidden variables and the two theorems of John Bell,"ND Mermin - Reviews of Modern Physics, 1993 - APS","Abstract Although skeptical of the prohibitive power of no-hidden-variables theorems, John Bell was himself responsible for the two most important ones. I describe some recent versions of the lesser known of the two (familiar to experts as the"" Kochen-Specker  ...",676,http://cqi.inf.usi.ch/qic/Mermin1993.pdf,pdfs\94.pdf
http://link.springer.com/article/10.1007/BF00708656,On the interpretation of measurement in quantum theory,"HD Zeh - Foundations of Physics, 1970 - Springer","Abstract It is demonstrated that neither the arguments leading to inconsistencies in the description of quantum-mechanical measurement nor those “explaining” the process of measurement by means of thermodynamical statistics are valid. Instead, it is argued that  ...",676,,
http://www.sciencemag.org/content/315/5816/1252.short,The focusing of electron flow and a Veselago lens in graphene pn junctions,"VV Cheianov, V Fal'ko, BL Altshuler - Science, 2007 - sciencemag.org",Abstract The focusing of electric current by a single pn junction in graphene is theoretically predicted. Precise focusing may be achieved by fine-tuning the densities of carriers on the n-and p-sides of the junction to equal values. This finding may be useful for the engineering  ...,665,http://wiki.epfl.ch/mep/documents/MEP%5B07-08%5D_DOWNLOAD/the%20focusing%20of%20electron%20.pdf,pdfs\96.pdf
http://journals.aps.org/pra/abstract/10.1103/PhysRevA.59.4206,Reduction criterion of separability and limits for a class of distillation protocols,"M Horodecki, P Horodecki - Physical Review A, 1999 - APS","Abstract We analyze the problem of distillation of entanglement of mixed states in higher-dimensional compound systems. Employing the positive maps method [M. Horodecki et al., Phys. Lett. A 223, 1 (1996)] we introduce and analyze a criterion of separability that relates  ...",656,,
http://journals.aps.org/pra/abstract/10.1103/PhysRevA.69.052319,Secure direct communication with a quantum one-time pad,"FG Deng, GL Long - Physical Review A, 2004 - APS",Abstract Quantum secure direct communication is the direct communication of secret messages without first producing a shared secret key. It may be used in some urgent circumstances. Here we propose a quantum secure direct communication protocol using  ...,646,http://arxiv.org/pdf/quant-ph/0405177,pdfs\98.pdf
http://journals.aps.org/rmp/abstract/10.1103/RevModPhys.64.339,Consistent interpretations of quantum mechanics,"R Omnès - Reviews of Modern Physics, 1992 - APS","Abstract Within the last decade, significant progress has been made towards a consistent and complete reformulation of the Copenhagen interpretation (an interpretation consisting in a formulation of the experimental aspects of physics in terms of the basic formalism; it is  ...",639,ftp://orthodox-hub.ru/books/_%D4%E8%E7%E8%EA%E0_%CC%E0%F2%E5%EC%E0%F2%E8%EA%E0/RevModPhys/RevModPhys%201984-2008/root/data/RevModPhys%201984-2008/pdf/RMP/v064/RMP_v064_p0339.pdf,pdfs\99.pdf
http://journals.aps.org/prl/abstract/10.1103/PhysRevLett.96.130501,Entangled photon pairs from semiconductor quantum dots,"N Akopian, NH Lindner, E Poem, Y Berlatzky, J Avron… - Physical review  …, 2006 - APS",Abstract Tomographic analysis demonstrates that the polarization state of pairs of photons emitted from a biexciton decay cascade becomes entangled when spectral filtering is applied. The measured density matrix of the photon pair satisfies the Peres criterion for  ...,622,http://arxiv.org/pdf/quant-ph/0512048,pdfs\100.pdf
